Time_ms,Volt,Enepaq_T,Ambient_T,UPS_V,Module_V
4128605,1.8875,22.44,21.00,3.76,3.83
4129104,1.8925,22.29,21.00,3.76,3.83
4129605,1.8863,22.73,21.00,3.78,3.83
4130104,1.8925,22.36,21.00,3.78,3.83
4130604,1.8900,22.40,20.75,3.78,3.83
4131104,1.8925,22.35,20.75,3.78,3.83
4131605,1.8900,22.41,20.75,3.78,3.82
4132104,1.8900,22.44,20.75,3.78,3.82
4132604,1.8875,22.75,21.00,3.78,3.82
4133104,1.8887,22.48,21.00,3.78,3.82
4133605,1.8875,22.83,21.00,3.77,3.82
4134104,1.8887,22.50,21.00,3.77,3.82
4134604,1.8900,22.56,20.75,3.77,3.82
4135104,1.8887,22.54,20.75,3.77,3.82
4135604,1.8887,22.52,20.75,3.78,3.82
4136104,1.8887,22.58,20.75,3.78,3.82
4136604,1.8850,22.88,20.75,3.78,3.82
4137104,1.8900,22.56,19.00,3.78,3.82
4137610,1.8863,22.83,19.00,3.78,3.82
4138104,1.8887,22.61,19.00,3.78,3.82
4138604,1.8887,22.69,19.00,3.78,3.82
4139112,1.8863,22.75,20.50,3.78,3.82
4139613,1.8900,22.64,20.50,3.78,3.82
4140112,1.8850,22.92,20.50,3.78,3.82
4140613,1.8875,22.67,20.50,3.78,3.82
4141112,1.8825,22.97,20.75,3.78,3.82
4141618,1.8813,23.03,20.75,3.78,3.82
4142112,1.8863,22.73,20.75,3.78,3.82
4142613,1.8875,22.77,20.75,3.78,3.82
4143112,1.8863,22.77,21.00,3.78,3.82
4143613,1.8863,22.78,21.00,3.76,3.82
4144112,1.8875,22.81,21.00,3.76,3.82
4144612,1.8850,22.97,21.00,3.76,3.82
4145112,1.8850,22.86,21.00,3.76,3.82
4145613,1.8863,22.87,21.00,3.78,3.82
4146112,1.8825,22.96,21.00,3.78,3.82
4146612,1.8850,22.87,21.00,3.78,3.82
4147112,1.8863,22.94,21.00,3.78,3.82
4147613,1.8850,22.86,19.75,3.76,3.82
4148112,1.8837,22.99,19.75,3.76,3.82
4148613,1.8850,22.97,19.75,3.76,3.82
